sales_key,order_id,customer_key,customer_id,customer_name,city,product_key,product_name,category,amount,quantity,status,order_date
335,ORD-2026-10335,24,CUST-1024,Enterprise Client 24,Toronto,3,API Gateway Enterprise,Cloud Software,24835.12,3,PENDING,2026-06-26 17:12:00
336,ORD-2026-10336,49,CUST-1049,Enterprise Client 49,Seattle,12,LLM Inference Engine,AI Infrastructure,42707.93,5,COMPLETED,2026-04-21 09:53:00
337,ORD-2026-10337,1,CUST-1001,Enterprise Client 1,San Francisco,10,GPU Acceleration Node,AI Infrastructure,29473.77,2,COMPLETED,2026-08-11 14:48:00
338,ORD-2026-10338,27,CUST-1027,Enterprise Client 27,Toronto,4,Quantum Blade Server X1,Enterprise Hardware,41049.41,5,PENDING,2026-06-29 12:22:00
339,ORD-2026-10339,50,CUST-1050,Enterprise Client 50,Austin,1,DataPulse Suite v4,Cloud Software,76183.66,5,COMPLETED,2026-08-09 11:37:00
340,ORD-2026-10340,41,CUST-1041,Enterprise Client 41,Seattle,10,GPU Acceleration Node,AI Infrastructure,46786.56,3,PENDING,2026-04-13 12:26:00
341,ORD-2026-10341,15,CUST-1015,Enterprise Client 15,Sydney,1,DataPulse Suite v4,Cloud Software,38659.73,3,PENDING,2026-03-17 18:37:00
342,ORD-2026-10342,13,CUST-1013,Enterprise Client 13,Sydney,8,Stream Processing Hub,Analytics Suite,37903.8,3,COMPLETED,2026-01-25 13:08:00
343,ORD-2026-10343,20,CUST-1020,Enterprise Client 20,Chicago,8,Stream Processing Hub,Analytics Suite,14546.88,1,CANCELLED,2026-01-22 12:17:00
344,ORD-2026-10344,15,CUST-1015,Enterprise Client 15,Sydney,3,API Gateway Enterprise,Cloud Software,46548.81,5,COMPLETED,2026-05-16 11:41:00
345,ORD-2026-10345,9,CUST-1009,Enterprise Client 9,Tokyo,10,GPU Acceleration Node,AI Infrastructure,71157.23,5,COMPLETED,2026-01-19 16:23:00
346,ORD-2026-10346,3,CUST-1003,Enterprise Client 3,Seattle,12,LLM Inference Engine,AI Infrastructure,27046.96,3,COMPLETED,2026-07-23 17:53:00
347,ORD-2026-10347,20,CUST-1020,Enterprise Client 20,Chicago,13,Zero Trust Shield,Cybersecurity,4263.81,2,COMPLETED,2026-05-22 14:35:00
348,ORD-2026-10348,17,CUST-1017,Enterprise Client 17,San Francisco,9,Predictive Engine AI,Analytics Suite,16185.17,3,PENDING,2026-02-12 09:51:00
349,ORD-2026-10349,35,CUST-1035,Enterprise Client 35,Berlin,4,Quantum Blade Server X1,Enterprise Hardware,22979.26,3,COMPLETED,2026-04-07 15:28:00
350,ORD-2026-10350,22,CUST-1022,Enterprise Client 22,Austin,6,Edge Compute Gateway,Enterprise Hardware,28259.24,5,COMPLETED,2026-02-17 17:42:00
351,ORD-2026-10351,28,CUST-1028,Enterprise Client 28,New York,7,BI Analytics Studio,Analytics Suite,10050.83,1,COMPLETED,2026-06-05 12:16:00
352,ORD-2026-10352,4,CUST-1004,Enterprise Client 4,Toronto,9,Predictive Engine AI,Analytics Suite,18010.41,3,COMPLETED,2026-04-12 08:49:00
353,ORD-2026-10353,23,CUST-1023,Enterprise Client 23,Seattle,2,Cloud Sync Pro,Cloud Software,24395.66,2,CANCELLED,2026-07-13 14:46:00
354,ORD-2026-10354,4,CUST-1004,Enterprise Client 4,Toronto,3,API Gateway Enterprise,Cloud Software,31779.76,4,CANCELLED,2026-05-25 09:15:00
355,ORD-2026-10355,41,CUST-1041,Enterprise Client 41,Seattle,15,Identity Vault Pro,Cybersecurity,31423.62,5,COMPLETED,2026-02-21 17:59:00
356,ORD-2026-10356,18,CUST-1018,Enterprise Client 18,Tokyo,2,Cloud Sync Pro,Cloud Software,32398.59,3,CANCELLED,2026-03-17 11:17:00
357,ORD-2026-10357,15,CUST-1015,Enterprise Client 15,Sydney,2,Cloud Sync Pro,Cloud Software,11326.65,1,PENDING,2026-07-25 13:17:00
358,ORD-2026-10358,17,CUST-1017,Enterprise Client 17,San Francisco,6,Edge Compute Gateway,Enterprise Hardware,11598.77,2,COMPLETED,2026-06-10 10:07:00
359,ORD-2026-10359,10,CUST-1010,Enterprise Client 10,Austin,8,Stream Processing Hub,Analytics Suite,27968.82,2,PENDING,2026-04-10 13:22:00
360,ORD-2026-10360,32,CUST-1032,Enterprise Client 32,Berlin,7,BI Analytics Studio,Analytics Suite,26126.95,3,CANCELLED,2026-04-28 13:01:00
361,ORD-2026-10361,22,CUST-1022,Enterprise Client 22,Austin,1,DataPulse Suite v4,Cloud Software,26868.93,2,COMPLETED,2026-01-12 10:11:00
362,ORD-2026-10362,45,CUST-1045,Enterprise Client 45,New York,5,Storage Array SAN-500,Enterprise Hardware,16874.85,2,COMPLETED,2026-07-30 10:17:00
363,ORD-2026-10363,46,CUST-1046,Enterprise Client 46,Berlin,10,GPU Acceleration Node,AI Infrastructure,32092.86,2,COMPLETED,2026-02-23 11:51:00
364,ORD-2026-10364,44,CUST-1044,Enterprise Client 44,Austin,8,Stream Processing Hub,Analytics Suite,53876.59,4,COMPLETED,2026-04-23 08:12:00
365,ORD-2026-10365,37,CUST-1037,Enterprise Client 37,San Francisco,2,Cloud Sync Pro,Cloud Software,34480.45,3,COMPLETED,2026-07-13 12:30:00
366,ORD-2026-10366,21,CUST-1021,Enterprise Client 21,Sydney,6,Edge Compute Gateway,Enterprise Hardware,10605.52,2,COMPLETED,2026-06-28 09:21:00
367,ORD-2026-10367,28,CUST-1028,Enterprise Client 28,New York,10,GPU Acceleration Node,AI Infrastructure,43722.35,3,COMPLETED,2026-06-23 09:51:00
368,ORD-2026-10368,32,CUST-1032,Enterprise Client 32,Berlin,8,Stream Processing Hub,Analytics Suite,12909.74,1,COMPLETED,2026-03-04 16:57:00
369,ORD-2026-10369,37,CUST-1037,Enterprise Client 37,San Francisco,4,Quantum Blade Server X1,Enterprise Hardware,38223.81,5,CANCELLED,2026-05-23 13:38:00
370,ORD-2026-10370,20,CUST-1020,Enterprise Client 20,Chicago,10,GPU Acceleration Node,AI Infrastructure,69819.59,5,COMPLETED,2026-06-02 14:26:00
371,ORD-2026-10371,11,CUST-1011,Enterprise Client 11,New York,13,Zero Trust Shield,Cybersecurity,2179.0,1,COMPLETED,2026-01-10 18:12:00
372,ORD-2026-10372,5,CUST-1005,Enterprise Client 5,Austin,5,Storage Array SAN-500,Enterprise Hardware,36251.87,4,COMPLETED,2026-01-15 09:59:00
373,ORD-2026-10373,31,CUST-1031,Enterprise Client 31,Berlin,8,Stream Processing Hub,Analytics Suite,14541.7,1,PENDING,2026-02-12 09:52:00
374,ORD-2026-10374,48,CUST-1048,Enterprise Client 48,Sydney,11,Model Training Pipeline,AI Infrastructure,16149.48,2,COMPLETED,2026-05-14 15:24:00
375,ORD-2026-10375,22,CUST-1022,Enterprise Client 22,Austin,10,GPU Acceleration Node,AI Infrastructure,81165.69,5,COMPLETED,2026-05-31 17:07:00
376,ORD-2026-10376,12,CUST-1012,Enterprise Client 12,Chicago,8,Stream Processing Hub,Analytics Suite,72857.47,5,COMPLETED,2026-05-16 18:21:00
377,ORD-2026-10377,14,CUST-1014,Enterprise Client 14,Seattle,14,Security Audit Agent,Cybersecurity,4653.83,2,CANCELLED,2026-01-22 08:29:00
378,ORD-2026-10378,41,CUST-1041,Enterprise Client 41,Seattle,1,DataPulse Suite v4,Cloud Software,29785.02,2,CANCELLED,2026-01-08 14:04:00
379,ORD-2026-10379,26,CUST-1026,Enterprise Client 26,Tokyo,14,Security Audit Agent,Cybersecurity,7535.41,3,COMPLETED,2026-03-20 10:47:00
380,ORD-2026-10380,42,CUST-1042,Enterprise Client 42,Austin,9,Predictive Engine AI,Analytics Suite,17244.99,3,PENDING,2026-05-20 12:50:00
381,ORD-2026-10381,3,CUST-1003,Enterprise Client 3,Seattle,4,Quantum Blade Server X1,Enterprise Hardware,31521.89,4,PENDING,2026-08-02 08:36:00
382,ORD-2026-10382,36,CUST-1036,Enterprise Client 36,Toronto,8,Stream Processing Hub,Analytics Suite,66967.0,5,COMPLETED,2026-06-01 15:15:00
383,ORD-2026-10383,32,CUST-1032,Enterprise Client 32,Berlin,15,Identity Vault Pro,Cybersecurity,21650.85,4,COMPLETED,2026-02-27 15:34:00
384,ORD-2026-10384,42,CUST-1042,Enterprise Client 42,Austin,12,LLM Inference Engine,AI Infrastructure,49610.28,5,COMPLETED,2026-08-01 12:27:00
385,ORD-2026-10385,20,CUST-1020,Enterprise Client 20,Chicago,11,Model Training Pipeline,AI Infrastructure,9070.4,1,PENDING,2026-04-24 11:04:00
386,ORD-2026-10386,47,CUST-1047,Enterprise Client 47,Seattle,8,Stream Processing Hub,Analytics Suite,71661.37,5,PENDING,2026-01-14 17:17:00
387,ORD-2026-10387,17,CUST-1017,Enterprise Client 17,San Francisco,9,Predictive Engine AI,Analytics Suite,11158.96,2,CANCELLED,2026-06-09 13:09:00
388,ORD-2026-10388,29,CUST-1029,Enterprise Client 29,Toronto,7,BI Analytics Studio,Analytics Suite,27393.92,3,COMPLETED,2026-08-19 09:03:00
389,ORD-2026-10389,1,CUST-1001,Enterprise Client 1,San Francisco,10,GPU Acceleration Node,AI Infrastructure,46788.66,3,COMPLETED,2026-04-07 14:01:00
390,ORD-2026-10390,45,CUST-1045,Enterprise Client 45,New York,8,Stream Processing Hub,Analytics Suite,13032.2,1,COMPLETED,2026-07-26 13:22:00
391,ORD-2026-10391,15,CUST-1015,Enterprise Client 15,Sydney,10,GPU Acceleration Node,AI Infrastructure,48050.44,3,PENDING,2026-06-17 08:28:00
392,ORD-2026-10392,10,CUST-1010,Enterprise Client 10,Austin,4,Quantum Blade Server X1,Enterprise Hardware,16587.25,2,COMPLETED,2026-04-08 09:06:00
393,ORD-2026-10393,36,CUST-1036,Enterprise Client 36,Toronto,14,Security Audit Agent,Cybersecurity,8759.31,4,PENDING,2026-05-17 14:59:00
394,ORD-2026-10394,17,CUST-1017,Enterprise Client 17,San Francisco,15,Identity Vault Pro,Cybersecurity,12486.8,2,COMPLETED,2026-02-20 09:59:00
395,ORD-2026-10395,2,CUST-1002,Enterprise Client 2,Seattle,10,GPU Acceleration Node,AI Infrastructure,27164.79,2,COMPLETED,2026-03-08 11:21:00
396,ORD-2026-10396,17,CUST-1017,Enterprise Client 17,San Francisco,5,Storage Array SAN-500,Enterprise Hardware,19736.39,2,COMPLETED,2026-07-19 14:36:00
397,ORD-2026-10397,19,CUST-1019,Enterprise Client 19,London,4,Quantum Blade Server X1,Enterprise Hardware,29404.88,4,COMPLETED,2026-07-18 18:24:00
398,ORD-2026-10398,50,CUST-1050,Enterprise Client 50,Austin,12,LLM Inference Engine,AI Infrastructure,17155.53,2,CANCELLED,2026-02-02 11:12:00
399,ORD-2026-10399,21,CUST-1021,Enterprise Client 21,Sydney,15,Identity Vault Pro,Cybersecurity,10787.4,2,CANCELLED,2026-03-29 15:51:00
400,ORD-2026-10400,44,CUST-1044,Enterprise Client 44,Austin,5,Storage Array SAN-500,Enterprise Hardware,47616.51,5,PENDING,2026-08-17 12:03:00
401,ORD-2026-10401,6,CUST-1006,Enterprise Client 6,Seattle,8,Stream Processing Hub,Analytics Suite,58238.84,4,COMPLETED,2026-01-01 14:36:00
402,ORD-2026-10402,28,CUST-1028,Enterprise Client 28,New York,4,Quantum Blade Server X1,Enterprise Hardware,30771.6,4,COMPLETED,2026-06-07 10:48:00
403,ORD-2026-10403,26,CUST-1026,Enterprise Client 26,Tokyo,6,Edge Compute Gateway,Enterprise Hardware,23689.6,4,COMPLETED,2026-03-10 09:37:00
404,ORD-2026-10404,6,CUST-1006,Enterprise Client 6,Seattle,15,Identity Vault Pro,Cybersecurity,5539.59,1,COMPLETED,2026-02-20 18:24:00
405,ORD-2026-10405,3,CUST-1003,Enterprise Client 3,Seattle,11,Model Training Pipeline,AI Infrastructure,9379.62,1,PENDING,2026-03-15 16:48:00
406,ORD-2026-10406,18,CUST-1018,Enterprise Client 18,Tokyo,15,Identity Vault Pro,Cybersecurity,5534.59,1,PENDING,2026-01-25 13:57:00
407,ORD-2026-10407,22,CUST-1022,Enterprise Client 22,Austin,4,Quantum Blade Server X1,Enterprise Hardware,29302.03,4,COMPLETED,2026-07-08 08:56:00
408,ORD-2026-10408,16,CUST-1016,Enterprise Client 16,San Francisco,8,Stream Processing Hub,Analytics Suite,13894.61,1,CANCELLED,2026-02-14 14:37:00
409,ORD-2026-10409,22,CUST-1022,Enterprise Client 22,Austin,12,LLM Inference Engine,AI Infrastructure,40977.14,4,CANCELLED,2026-08-13 18:08:00
410,ORD-2026-10410,43,CUST-1043,Enterprise Client 43,Tokyo,9,Predictive Engine AI,Analytics Suite,20324.96,4,COMPLETED,2026-01-11 08:10:00
411,ORD-2026-10411,47,CUST-1047,Enterprise Client 47,Seattle,11,Model Training Pipeline,AI Infrastructure,45612.39,5,CANCELLED,2026-06-23 08:32:00
412,ORD-2026-10412,40,CUST-1040,Enterprise Client 40,London,1,DataPulse Suite v4,Cloud Software,39262.97,3,COMPLETED,2026-03-05 15:51:00
413,ORD-2026-10413,11,CUST-1011,Enterprise Client 11,New York,12,LLM Inference Engine,AI Infrastructure,9551.93,1,CANCELLED,2026-02-27 18:01:00
414,ORD-2026-10414,24,CUST-1024,Enterprise Client 24,Toronto,2,Cloud Sync Pro,Cloud Software,35993.38,3,PENDING,2026-07-21 16:30:00
415,ORD-2026-10415,21,CUST-1021,Enterprise Client 21,Sydney,3,API Gateway Enterprise,Cloud Software,33557.93,4,PENDING,2026-08-12 08:57:00
416,ORD-2026-10416,11,CUST-1011,Enterprise Client 11,New York,12,LLM Inference Engine,AI Infrastructure,47930.54,5,PENDING,2026-04-13 13:42:00
417,ORD-2026-10417,30,CUST-1030,Enterprise Client 30,Sydney,11,Model Training Pipeline,AI Infrastructure,43299.29,5,CANCELLED,2026-05-18 09:48:00
418,ORD-2026-10418,42,CUST-1042,Enterprise Client 42,Austin,7,BI Analytics Studio,Analytics Suite,10111.18,1,COMPLETED,2026-02-09 17:10:00
419,ORD-2026-10419,13,CUST-1013,Enterprise Client 13,Sydney,10,GPU Acceleration Node,AI Infrastructure,75890.72,5,COMPLETED,2026-05-29 16:48:00
420,ORD-2026-10420,15,CUST-1015,Enterprise Client 15,Sydney,2,Cloud Sync Pro,Cloud Software,43411.49,4,COMPLETED,2026-04-08 09:33:00
421,ORD-2026-10421,32,CUST-1032,Enterprise Client 32,Berlin,2,Cloud Sync Pro,Cloud Software,11465.23,1,COMPLETED,2026-05-17 10:53:00
422,ORD-2026-10422,48,CUST-1048,Enterprise Client 48,Sydney,10,GPU Acceleration Node,AI Infrastructure,54003.15,4,CANCELLED,2026-06-07 15:02:00
423,ORD-2026-10423,16,CUST-1016,Enterprise Client 16,San Francisco,5,Storage Array SAN-500,Enterprise Hardware,25871.5,3,COMPLETED,2026-02-25 11:55:00
424,ORD-2026-10424,41,CUST-1041,Enterprise Client 41,Seattle,11,Model Training Pipeline,AI Infrastructure,27417.8,3,COMPLETED,2026-01-15 10:25:00
425,ORD-2026-10425,25,CUST-1025,Enterprise Client 25,Berlin,9,Predictive Engine AI,Analytics Suite,15255.7,3,PENDING,2026-04-29 11:44:00
426,ORD-2026-10426,28,CUST-1028,Enterprise Client 28,New York,11,Model Training Pipeline,AI Infrastructure,23539.98,3,CANCELLED,2026-03-31 18:39:00
427,ORD-2026-10427,18,CUST-1018,Enterprise Client 18,Tokyo,1,DataPulse Suite v4,Cloud Software,13992.44,1,COMPLETED,2026-01-30 18:43:00
428,ORD-2026-10428,9,CUST-1009,Enterprise Client 9,Tokyo,3,API Gateway Enterprise,Cloud Software,9318.67,1,COMPLETED,2026-04-11 09:01:00
429,ORD-2026-10429,18,CUST-1018,Enterprise Client 18,Tokyo,12,LLM Inference Engine,AI Infrastructure,48182.46,5,COMPLETED,2026-08-16 13:49:00
430,ORD-2026-10430,35,CUST-1035,Enterprise Client 35,Berlin,10,GPU Acceleration Node,AI Infrastructure,59235.93,4,COMPLETED,2026-02-03 14:28:00
431,ORD-2026-10431,42,CUST-1042,Enterprise Client 42,Austin,13,Zero Trust Shield,Cybersecurity,2361.08,1,COMPLETED,2026-02-04 11:52:00
432,ORD-2026-10432,15,CUST-1015,Enterprise Client 15,Sydney,2,Cloud Sync Pro,Cloud Software,12003.9,1,CANCELLED,2026-02-11 08:45:00
433,ORD-2026-10433,40,CUST-1040,Enterprise Client 40,London,3,API Gateway Enterprise,Cloud Software,9251.96,1,COMPLETED,2026-07-14 10:58:00
434,ORD-2026-10434,45,CUST-1045,Enterprise Client 45,New York,9,Predictive Engine AI,Analytics Suite,10011.6,2,COMPLETED,2026-04-10 14:12:00
435,ORD-2026-10435,4,CUST-1004,Enterprise Client 4,Toronto,6,Edge Compute Gateway,Enterprise Hardware,26134.47,5,COMPLETED,2026-03-01 13:02:00
436,ORD-2026-10436,44,CUST-1044,Enterprise Client 44,Austin,4,Quantum Blade Server X1,Enterprise Hardware,32612.86,4,PENDING,2026-02-01 13:14:00
437,ORD-2026-10437,18,CUST-1018,Enterprise Client 18,Tokyo,14,Security Audit Agent,Cybersecurity,4893.57,2,COMPLETED,2026-07-02 16:52:00
438,ORD-2026-10438,12,CUST-1012,Enterprise Client 12,Chicago,2,Cloud Sync Pro,Cloud Software,25080.8,2,COMPLETED,2026-05-30 10:59:00
439,ORD-2026-10439,2,CUST-1002,Enterprise Client 2,Seattle,4,Quantum Blade Server X1,Enterprise Hardware,6931.18,1,PENDING,2026-01-22 12:13:00
440,ORD-2026-10440,11,CUST-1011,Enterprise Client 11,New York,13,Zero Trust Shield,Cybersecurity,7730.14,3,PENDING,2026-05-27 13:44:00
441,ORD-2026-10441,32,CUST-1032,Enterprise Client 32,Berlin,9,Predictive Engine AI,Analytics Suite,29458.99,5,COMPLETED,2026-05-28 10:19:00
442,ORD-2026-10442,24,CUST-1024,Enterprise Client 24,Toronto,4,Quantum Blade Server X1,Enterprise Hardware,7663.55,1,CANCELLED,2026-06-30 12:09:00
443,ORD-2026-10443,20,CUST-1020,Enterprise Client 20,Chicago,3,API Gateway Enterprise,Cloud Software,26025.58,3,COMPLETED,2026-03-19 09:10:00
444,ORD-2026-10444,18,CUST-1018,Enterprise Client 18,Tokyo,2,Cloud Sync Pro,Cloud Software,22104.78,2,CANCELLED,2026-08-07 16:45:00
445,ORD-2026-10445,41,CUST-1041,Enterprise Client 41,Seattle,12,LLM Inference Engine,AI Infrastructure,8870.32,1,PENDING,2026-03-05 11:17:00
446,ORD-2026-10446,29,CUST-1029,Enterprise Client 29,Toronto,3,API Gateway Enterprise,Cloud Software,7970.01,1,COMPLETED,2026-05-22 14:13:00
447,ORD-2026-10447,8,CUST-1008,Enterprise Client 8,Seattle,7,BI Analytics Studio,Analytics Suite,40061.19,4,PENDING,2026-06-03 13:56:00
448,ORD-2026-10448,5,CUST-1005,Enterprise Client 5,Austin,6,Edge Compute Gateway,Enterprise Hardware,5071.62,1,COMPLETED,2026-03-30 17:46:00
449,ORD-2026-10449,9,CUST-1009,Enterprise Client 9,Tokyo,3,API Gateway Enterprise,Cloud Software,34145.5,4,PENDING,2026-05-05 13:57:00
450,ORD-2026-10450,41,CUST-1041,Enterprise Client 41,Seattle,14,Security Audit Agent,Cybersecurity,8730.73,4,COMPLETED,2026-02-24 16:37:00
451,ORD-2026-10451,10,CUST-1010,Enterprise Client 10,Austin,1,DataPulse Suite v4,Cloud Software,54986.66,4,COMPLETED,2026-04-14 17:56:00
452,ORD-2026-10452,16,CUST-1016,Enterprise Client 16,San Francisco,8,Stream Processing Hub,Analytics Suite,38573.95,3,COMPLETED,2026-04-17 11:59:00
453,ORD-2026-10453,50,CUST-1050,Enterprise Client 50,Austin,13,Zero Trust Shield,Cybersecurity,12181.82,5,PENDING,2026-04-19 17:49:00
454,ORD-2026-10454,8,CUST-1008,Enterprise Client 8,Seattle,10,GPU Acceleration Node,AI Infrastructure,78009.65,5,COMPLETED,2026-07-07 11:07:00
455,ORD-2026-10455,48,CUST-1048,Enterprise Client 48,Sydney,15,Identity Vault Pro,Cybersecurity,31544.06,5,COMPLETED,2026-04-02 12:01:00
456,ORD-2026-10456,39,CUST-1039,Enterprise Client 39,Seattle,8,Stream Processing Hub,Analytics Suite,13331.33,1,PENDING,2026-06-27 11:25:00
457,ORD-2026-10457,31,CUST-1031,Enterprise Client 31,Berlin,13,Zero Trust Shield,Cybersecurity,2251.49,1,PENDING,2026-02-04 10:26:00
458,ORD-2026-10458,19,CUST-1019,Enterprise Client 19,London,7,BI Analytics Studio,Analytics Suite,18547.04,2,PENDING,2026-01-21 18:47:00
459,ORD-2026-10459,41,CUST-1041,Enterprise Client 41,Seattle,1,DataPulse Suite v4,Cloud Software,64986.1,5,COMPLETED,2026-06-22 15:28:00
460,ORD-2026-10460,16,CUST-1016,Enterprise Client 16,San Francisco,3,API Gateway Enterprise,Cloud Software,35228.81,4,COMPLETED,2026-05-31 17:26:00
461,ORD-2026-10461,24,CUST-1024,Enterprise Client 24,Toronto,10,GPU Acceleration Node,AI Infrastructure,48149.41,3,COMPLETED,2026-04-25 15:49:00
462,ORD-2026-10462,10,CUST-1010,Enterprise Client 10,Austin,10,GPU Acceleration Node,AI Infrastructure,48953.95,3,COMPLETED,2026-07-18 09:04:00
463,ORD-2026-10463,33,CUST-1033,Enterprise Client 33,Seattle,10,GPU Acceleration Node,AI Infrastructure,46515.94,3,PENDING,2026-07-21 18:07:00
464,ORD-2026-10464,28,CUST-1028,Enterprise Client 28,New York,7,BI Analytics Studio,Analytics Suite,10329.81,1,COMPLETED,2026-02-22 18:15:00
465,ORD-2026-10465,2,CUST-1002,Enterprise Client 2,Seattle,13,Zero Trust Shield,Cybersecurity,4849.74,2,COMPLETED,2026-03-03 18:31:00
466,ORD-2026-10466,5,CUST-1005,Enterprise Client 5,Austin,2,Cloud Sync Pro,Cloud Software,32047.83,3,COMPLETED,2026-06-10 12:42:00
467,ORD-2026-10467,27,CUST-1027,Enterprise Client 27,Toronto,5,Storage Array SAN-500,Enterprise Hardware,8614.97,1,COMPLETED,2026-03-21 11:23:00
468,ORD-2026-10468,28,CUST-1028,Enterprise Client 28,New York,8,Stream Processing Hub,Analytics Suite,57270.14,4,PENDING,2026-06-14 15:03:00
469,ORD-2026-10469,47,CUST-1047,Enterprise Client 47,Seattle,2,Cloud Sync Pro,Cloud Software,42149.99,4,COMPLETED,2026-03-02 12:56:00
470,ORD-2026-10470,11,CUST-1011,Enterprise Client 11,New York,3,API Gateway Enterprise,Cloud Software,46087.78,5,COMPLETED,2026-05-05 14:47:00
471,ORD-2026-10471,2,CUST-1002,Enterprise Client 2,Seattle,4,Quantum Blade Server X1,Enterprise Hardware,29237.17,4,COMPLETED,2026-01-20 18:48:00
472,ORD-2026-10472,11,CUST-1011,Enterprise Client 11,New York,4,Quantum Blade Server X1,Enterprise Hardware,8201.12,1,COMPLETED,2026-03-23 09:43:00
473,ORD-2026-10473,10,CUST-1010,Enterprise Client 10,Austin,15,Identity Vault Pro,Cybersecurity,5615.55,1,PENDING,2026-02-26 10:35:00
474,ORD-2026-10474,7,CUST-1007,Enterprise Client 7,San Francisco,14,Security Audit Agent,Cybersecurity,5127.64,2,COMPLETED,2026-04-12 15:37:00
475,ORD-2026-10475,46,CUST-1046,Enterprise Client 46,Berlin,2,Cloud Sync Pro,Cloud Software,24405.9,2,PENDING,2026-01-28 12:18:00
476,ORD-2026-10476,45,CUST-1045,Enterprise Client 45,New York,13,Zero Trust Shield,Cybersecurity,11761.47,5,COMPLETED,2026-07-22 17:30:00
477,ORD-2026-10477,2,CUST-1002,Enterprise Client 2,Seattle,13,Zero Trust Shield,Cybersecurity,9063.85,4,COMPLETED,2026-03-26 12:39:00
478,ORD-2026-10478,18,CUST-1018,Enterprise Client 18,Tokyo,15,Identity Vault Pro,Cybersecurity,18942.76,3,PENDING,2026-01-10 14:59:00
479,ORD-2026-10479,33,CUST-1033,Enterprise Client 33,Seattle,3,API Gateway Enterprise,Cloud Software,17011.92,2,COMPLETED,2026-03-22 17:02:00
480,ORD-2026-10480,8,CUST-1008,Enterprise Client 8,Seattle,10,GPU Acceleration Node,AI Infrastructure,76802.17,5,COMPLETED,2026-03-09 11:25:00
481,ORD-2026-10481,41,CUST-1041,Enterprise Client 41,Seattle,15,Identity Vault Pro,Cybersecurity,27117.56,5,CANCELLED,2026-04-05 15:27:00
482,ORD-2026-10482,10,CUST-1010,Enterprise Client 10,Austin,12,LLM Inference Engine,AI Infrastructure,9971.07,1,COMPLETED,2026-04-06 09:08:00
483,ORD-2026-10483,49,CUST-1049,Enterprise Client 49,Seattle,3,API Gateway Enterprise,Cloud Software,28013.64,3,COMPLETED,2026-06-18 17:32:00
484,ORD-2026-10484,12,CUST-1012,Enterprise Client 12,Chicago,1,DataPulse Suite v4,Cloud Software,27027.05,2,COMPLETED,2026-05-03 08:51:00
485,ORD-2026-10485,5,CUST-1005,Enterprise Client 5,Austin,10,GPU Acceleration Node,AI Infrastructure,54253.25,4,COMPLETED,2026-05-19 17:30:00
486,ORD-2026-10486,43,CUST-1043,Enterprise Client 43,Tokyo,14,Security Audit Agent,Cybersecurity,12830.42,5,PENDING,2026-03-03 14:41:00
487,ORD-2026-10487,27,CUST-1027,Enterprise Client 27,Toronto,8,Stream Processing Hub,Analytics Suite,25504.65,2,COMPLETED,2026-06-22 10:59:00
488,ORD-2026-10488,13,CUST-1013,Enterprise Client 13,Sydney,10,GPU Acceleration Node,AI Infrastructure,31844.81,2,COMPLETED,2026-02-10 08:39:00
489,ORD-2026-10489,38,CUST-1038,Enterprise Client 38,Berlin,9,Predictive Engine AI,Analytics Suite,26560.09,5,COMPLETED,2026-05-31 14:46:00
490,ORD-2026-10490,23,CUST-1023,Enterprise Client 23,Seattle,7,BI Analytics Studio,Analytics Suite,48758.71,5,CANCELLED,2026-06-02 08:03:00
491,ORD-2026-10491,16,CUST-1016,Enterprise Client 16,San Francisco,5,Storage Array SAN-500,Enterprise Hardware,36373.56,4,COMPLETED,2026-02-01 14:49:00
492,ORD-2026-10492,24,CUST-1024,Enterprise Client 24,Toronto,9,Predictive Engine AI,Analytics Suite,10129.15,2,PENDING,2026-05-29 12:38:00
493,ORD-2026-10493,33,CUST-1033,Enterprise Client 33,Seattle,11,Model Training Pipeline,AI Infrastructure,33325.44,4,COMPLETED,2026-08-10 09:07:00
494,ORD-2026-10494,3,CUST-1003,Enterprise Client 3,Seattle,11,Model Training Pipeline,AI Infrastructure,39885.46,5,COMPLETED,2026-08-07 18:55:00
495,ORD-2026-10495,1,CUST-1001,Enterprise Client 1,San Francisco,6,Edge Compute Gateway,Enterprise Hardware,24767.25,5,COMPLETED,2026-02-06 17:06:00
496,ORD-2026-10496,27,CUST-1027,Enterprise Client 27,Toronto,11,Model Training Pipeline,AI Infrastructure,18807.94,2,COMPLETED,2026-01-08 14:38:00
497,ORD-2026-10497,32,CUST-1032,Enterprise Client 32,Berlin,1,DataPulse Suite v4,Cloud Software,66163.55,5,COMPLETED,2026-05-13 16:41:00
498,ORD-2026-10498,45,CUST-1045,Enterprise Client 45,New York,4,Quantum Blade Server X1,Enterprise Hardware,23613.0,3,COMPLETED,2026-05-30 15:05:00
499,ORD-2026-10499,44,CUST-1044,Enterprise Client 44,Austin,7,BI Analytics Studio,Analytics Suite,31696.22,3,PENDING,2026-06-30 16:33:00
500,ORD-2026-10500,40,CUST-1040,Enterprise Client 40,London,1,DataPulse Suite v4,Cloud Software,53895.33,4,COMPLETED,2026-08-09 12:42:00
501,ORD-2026-10501,8,CUST-1008,Enterprise Client 8,Seattle,5,Storage Array SAN-500,Enterprise Hardware,44592.57,5,COMPLETED,2026-04-23 10:55:00
